date,customer_id,order_id,product_id,product_name,brand,warehouse_id,city,state,region,supplier_id,selling_price,procurement_cost,discount_percent,promotion,promotion_name,holiday_flag,festival_flag,weekend,month,day_of_week,units_sold,inventory_level,reorder_point,safety_stock,supplier_lead_time_days,lead_time_variability,stockout_flag,inventory_turnover,delivery_time_days,return_quantity,shipping_cost,profit_margin,demand_trend,delivery_status,category_Electronics,category_Fashion,category_Grocery,category_Home,promotion_type_Buy 1 Get 1,promotion_type_Cashback,promotion_type_Flat Discount,promotion_type_Percentage Discount,promotion_type_No Promotion,festival_name_Dussehra,festival_name_Holi,festival_name_Sankranti,festival_name_Ugadi,holiday_name_Independence Day,holiday_name_New Year,holiday_name_Republic Day,payment_method_Credit Card,payment_method_Debit Card,payment_method_Net Banking,payment_method_UPI,payment_method_Wallet,weather_Cold,weather_Hot,weather_Humid,weather_Rainy,weather_Sunny
2024-05-19,CUST100010,ORD202300010,P1075,Milton Hom 15,8,9,Vijayawada,Andhra Pradesh,South,42,-1.4486930475105961,-1.500706520741937,-0.8056376216863328,1,Diwali Sale,No,No,Yes,May,Sunday,102,1.3912071730035942,0.5332082092664109,-0.5599316072608054,-0.3660613092023343,Low,No,-0.04177562434410326,1.000935672979468,2,-0.8854647846578325,0.8154801088689191,Stable,4,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-09-06,CUST100011,ORD202300011,P1059,Fortune Grocer 19,4,5,Kolkata,West Bengal,East,16,2.4457162112897497,1.0390262950673985,-1.6108726258705734,0,No Promotion,No,No,No,September,Friday,77,-0.9142258819045213,-1.4316496103383973,0.2145548871324995,-0.6838228623293606,High,No,1.5452313339793702,-0.9836696070432703,2,1.3366115554766718,1.854849519609344,Increasing,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-06-16,CUST100012,ORD202300012,P1070,Philips Hom 10,12,4,New Delhi,Delhi,North,7,0.34695026190763856,1.0548297297659106,1.6100673908663894,1,End of Season Sale,No,No,No,June,Monday,90,0.11041103138797449,1.1429916705230754,-1.3344181016541103,-1.0015844154563869,Medium,No,0.5650211538384015,-1.4798209270489548,1,-0.7689363689907426,-1.6124820913490152,Decreasing,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-02-21,CUST100013,ORD202300013,P1088,Lakme Beaut 8,5,4,New Delhi,Delhi,North,0,0.5531572679688789,0.8938640603620893,-0.0004026175020920403,1,Weekend Flash Sale,No,No,No,February,Wednesday,26,-1.7627533257248693,1.007484234688261,-0.228008823949389,-0.3660613092023343,Low,No,0.5183444785935934,-0.4875182870375857,1,0.49323156622329045,-0.6241028513579782,Stable,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-05-25,CUST100014,ORD202300014,P1072,Milton Hom 12,8,0,Hyderabad,Telangana,South,35,-1.0333427007080798,-1.0936632092455427,-1.6108726258705734,0,No Promotion,No,No,Yes,May,Sunday,32,0.19046079023895074,-1.5671570461732116,1.2103232370667487,-0.04829975607530804,High,No,-1.06866247972988,-0.9836696070432703,3,-1.2703210846771096,0.4674425480562386,Stable,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2024-03-06,CUST100015,ORD202300015,P1088,Lakme Beaut 8,5,3,Chennai,Tamil Nadu,South,10,1.9840314986039638,1.1093511311089896,-1.6108726258705734,0,No Promotion,No,No,No,March,Wednesday,76,0.33455035617070794,0.939730516770854,0.8784004537553323,-1.0015844154563869,Low,No,0.004901050900704822,1.4970869929851525,1,1.3385090488352356,1.3443549031532651,Increasing,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-04-23,CUST100016,ORD202300016,P1086,Loreal Beaut 6,7,3,Chennai,Tamil Nadu,South,19,-0.7778649940835343,-0.6668847845108014,1.6100673908663894,1,Big Billion Days,No,No,No,April,Wednesday,24,-0.24180790755632092,-0.7541124311643255,-1.002495318342694,0.5872233501787445,Medium,No,-1.162015830219496,1.4970869929851525,1,-0.9399340057742498,-0.5725197716463883,Decreasing,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-07-24,CUST100017,ORD202300017,P1009,Dell Electronic 9,3,4,New Delhi,Delhi,North,37,-0.3102578436532703,-0.18053037018346635,0.8048323866821486,1,Republic Day Sale,No,No,No,July,Wednesday,88,0.20647074200914597,-1.6349107640906189,-1.3344181016541103,-0.3660613092023343,Low,No,0.42499112810397727,-0.4875182870375857,0,-1.3362868832012955,-0.3756739961952639,Stable,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2024-10-04,CUST100018,ORD202300018,P1056,Fortune Grocer 16,4,9,Vijayawada,Andhra Pradesh,South,33,1.1386325421372856,0.48750425912376105,-1.6108726258705734,0,No Promotion,No,No,No,October,Friday,78,-0.5299870394198354,-0.6186049953295112,-1.5556999571950545,0.26946179705171824,Low,No,0.9384345557968656,1.4970869929851525,1,-0.4510504228031263,1.2975150951392926,Increasing,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2024-10-04,CUST100019,ORD202300019,P1085,Loreal Beaut 5,7,1,Bengaluru,Karnataka,South,8,1.0923728288306271,1.2771250010862258,0.8048323866821486,1,Great Indian Festival,No,No,No,October,Friday,72,-0.06569843808417322,-0.008821534072846556,0.7677595259848602,-0.3660613092023343,High,No,0.19160775187993714,-0.9836696070432703,3,0.5894456412281098,-0.1841644014039592,Stable,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2024-09-08,CUST100020,ORD202300020,P1052,Fortune Grocer 12,4,8,Lucknow,Uttar Pradesh,North,28,-1.643021999159942,-1.6700795655940932,-0.0004026175020920403,1,Great Indian Festival,No,No,Yes,September,Sunday,102,1.5673166424757419,1.0752379526056683,-0.5599316072608054,0.5872233501787445,Medium,No,-0.08845229958891107,1.000935672979468,1,0.05736618003556518,0.6636954145451607,Decreasing,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-08-04,CUST100021,ORD202300021,P1066,Prestige Hom 6,13,9,Vijayawada,Andhra Pradesh,South,1,0.18059114229523976,-0.017059824994255887,-1.6108726258705734,0,No Promotion,No,No,Yes,August,Sunday,43,0.8948986681275416,-0.41534384157728965,-0.8918543905722218,-0.6838228623293606,Low,No,-1.0219858044850718,-1.4798209270489548,1,1.6932286896302653,0.6553946890743301,Decreasing,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2024-02-03,CUST100022,ORD202300022,P1092,Loreal Beaut 12,7,6,Ahmedabad,Gujarat,West,14,0.6403805090081781,0.2226201212279969,-0.4030201195942124,1,Weekend Flash Sale,No,No,Yes,February,Saturday,28,0.9749484269785178,1.6172676959449257,1.4316050926076929,-1.3193459685834132,Medium,No,-1.348722531198728,-0.9836696070432703,3,-1.5375327964654362,1.0354493338459287,Increasing,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-09,CUST100023,ORD202300023,P1086,Loreal Beaut 6,7,8,Lucknow,Uttar Pradesh,North,35,0.7858742334577833,1.206145549535088,-0.0004026175020920403,1,Diwali Sale,No,No,Yes,August,Saturday,84,1.2951474623824228,1.4140065421927042,1.4316050926076929,0.9049849033057709,Medium,No,-0.32183567581295147,0.008633032968098841,1,0.8617917468101967,-0.7071101060662836,Stable,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2024-05-21,CUST100024,ORD202300024,P1082,Nivea Beaut 2,11,4,New Delhi,Delhi,North,21,0.05217212106273274,0.4042415503402132,1.6100673908663894,1,Weekend Flash Sale,No,No,No,May,Tuesday,76,-1.026295544295888,1.346252824275297,-0.6705725350312776,-0.6838228623293606,Medium,No,1.7786147102034104,-0.4875182870375857,0,-1.2324828347622212,-0.8968409739709817,Increasing,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2024-03-14,CUST100025,ORD202300025,P1009,Dell Electronic 9,3,6,Ahmedabad,Gujarat,West,1,-0.0954243176280841,0.10347611300791845,0.8048323866821486,1,Great Indian Festival,No,Yes,No,March,Thursday,47,-0.962255737215107,0.05893218384456062,-0.3386497517198611,1.2227464564327972,High,No,0.23828442712474496,1.4970869929851525,3,-0.06094811173370211,-0.5156005112749787,Stable,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-08,CUST100026,ORD202300026,P1069,Philips Hom 9,12,8,Lucknow,Uttar Pradesh,North,43,0.8138523602254648,0.7109612986086599,0.4022148845900283,1,Big Billion Days,No,No,No,May,Thursday,75,0.6387394398044176,-1.6349107640906189,-0.3386497517198611,-0.04829975607530804,High,No,-0.18180565007852723,1.4970869929851525,3,0.7944865412093779,0.34767493769139785,Stable,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-02-25,CUST100027,ORD202300027,P1051,Aashirvaad Grocer 11,0,9,Vijayawada,Andhra Pradesh,South,24,1.1180864941077728,0.4319745306944395,-0.8056376216863328,1,Republic Day Sale,No,No,Yes,February,Saturday,82,-0.6900865571217878,0.26219333759678215,-1.113136246113166,-1.6371075217104396,Medium,No,1.3585246330001377,-0.4875182870375857,1,-0.13796401864011207,1.3680712616413526,Stable,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-13,CUST100028,ORD202300028,P1033,Puma Fashio 13,14,1,Bengaluru,Karnataka,South,2,0.9151724961481539,0.595167088475486,-1.6108726258705734,0,No Promotion,No,No,No,May,Tuesday,11,-0.9462457854449118,-0.7541124311643255,0.5464776704439159,-1.3193459685834132,High,No,-1.4420758816883443,1.4970869929851525,0,1.5744679288354535,0.7579679395353075,Increasing,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-05-03,CUST100029,ORD202300029,P1017,Dell Electronic 17,3,7,Kochi,Kerala,South,38,1.9977178043159929,1.3507099618572493,-1.6108726258705734,0,No Promotion,No,No,No,May,Friday,32,-0.1297382451649542,1.2784991063578899,-0.7812134628017496,-0.04829975607530804,Low,No,-0.9753091292402639,0.5047843529737834,0,0.9799944213230783,1.0324847890349176,Increasing,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2023-02-22,CUST100030,ORD202300030,P1040,Nike Fashio 20,10,9,Vijayawada,Andhra Pradesh,South,6,1.1159464535782553,1.805596002306323,0.4022148845900283,1,Weekend Flash Sale,No,No,No,February,Wednesday,45,-1.5226040491719406,0.8042230809360396,0.7677595259848602,1.5405080095598234,Low,No,1.3118479577553297,1.000935672979468,2,1.2307983964226474,-1.0794569343292537,Decreasing,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-03-26,CUST100031,ORD202300031,P1045,Tata Grocer 5,17,8,Lucknow,Uttar Pradesh,North,27,0.2181828619842801,-0.08565695434854965,-0.0004026175020920403,1,Republic Day Sale,No,No,Yes,March,Sunday,71,-1.3625045314699882,0.05893218384456062,1.2103232370667487,0.5872233501787445,Low,No,2.525441514120339,-0.4875182870375857,3,0.7361107161194468,0.9257611758385251,Stable,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-07-07,CUST100032,ORD202300032,P1079,Prestige Hom 19,13,8,Lucknow,Uttar Pradesh,North,17,0.32562450918907676,0.7195619699608794,0.4022148845900283,1,Weekend Flash Sale,No,No,Yes,July,Sunday,103,0.19046079023895074,-0.34759012365988246,1.3209641648372208,-0.6838228623293606,Low,No,0.8450812053072495,0.008633032968098841,1,0.8854546051640502,-0.8505940749192115,Decreasing,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2024-11-19,CUST100033,ORD202300033,P1004,Apple Electronic 4,2,7,Kochi,Kerala,South,17,-0.3204935413797212,-0.3918396588428021,0.4022148845900283,1,Big Billion Days,No,No,No,November,Tuesday,53,-0.3058477146371019,-0.5508512774121039,1.4316050926076929,1.2227464564327972,High,No,-0.18180565007852723,0.5047843529737834,0,0.07622949636481627,0.3624976617464524,Increasing,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-04-12,CUST100034,ORD202300034,P1063,Prestige Hom 3,13,8,Lucknow,Uttar Pradesh,North,14,0.8247765206028845,1.6417946620651036,1.6100673908663894,1,Big Billion Days,No,No,Yes,April,Saturday,90,0.7187891986553939,1.685021413862333,-1.6663408849655266,-1.3193459685834132,Medium,No,0.09825440139032098,0.008633032968098841,1,-0.6518498670417225,-1.481449210702333,Decreasing,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-12-23,CUST100035,ORD202300035,P1045,Tata Grocer 5,17,6,Ahmedabad,Gujarat,West,46,1.5991559925202328,1.43637691299169,-0.0004026175020920403,1,Diwali Sale,No,No,No,December,Tuesday,78,-0.1937780522457352,-0.41534384157728965,-0.7812134628017496,-0.6838228623293606,Low,No,0.5183444785935934,-0.9836696070432703,2,-1.2976673124917044,0.4016296532517964,Decreasing,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2024-03-19,CUST100036,ORD202300036,P1095,Nivea Beaut 15,11,7,Kochi,Kerala,South,14,-0.5943026029276514,-0.2340424480696641,0.8048323866821486,1,Republic Day Sale,No,No,No,March,Tuesday,87,1.2791375106122276,-0.4830975594946968,-1.3344181016541103,-0.6838228623293606,Medium,No,-0.2751590005681434,-0.4875182870375857,1,-0.6654671723208269,-1.5970664583317582,Decreasing,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2023-04-04,CUST100037,ORD202300037,P1007,Samsung Electronic 7,15,8,Lucknow,Uttar Pradesh,North,30,-0.2940955608169739,-0.31616431247203836,-0.4030201195942124,1,Republic Day Sale,No,No,No,April,Tuesday,82,-0.8181661712833498,-1.7026644820080261,0.3251958149029716,-0.3660613092023343,Medium,No,1.5919080092241782,0.008633032968098841,2,-1.0734282444120269,0.1804746103503826,Increasing,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2023-05-14,CUST100038,ORD202300038,P1052,Fortune Grocer 12,4,7,Kochi,Kerala,South,15,-1.4064396891487312,-1.3201970412623756,1.6100673908663894,1,Diwali Sale,No,No,Yes,May,Sunday,47,-1.1863950619978405,0.7364693630186324,1.6528869481486372,-0.3660613092023343,Low,No,0.6116978290832096,-1.4798209270489548,3,0.38663708637456395,-2.001430370553646,Decreasing,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-07-11,CUST100039,ORD202300039,P1057,Fortune Grocer 17,4,4,New Delhi,Delhi,North,13,0.9146084544582037,0.9900377398803525,-0.0004026175020920403,1,Weekend Flash Sale,No,No,No,July,Friday,27,0.3825802114812937,1.4817602601101114,-1.3344181016541103,-0.6838228623293606,High,No,-1.2553691807091123,-0.4875182870375857,0,-1.1678564433146688,-0.0003626231212828813,Increasing,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2023-01-06,CUST100040,ORD202300040,P1053,Aashirvaad Grocer 13,0,7,Kochi,Kerala,South,43,1.1649683122195238,1.1323035251393108,0.4022148845900283,1,Diwali Sale,No,No,No,January,Friday,49,-0.5940268465006163,1.346252824275297,-0.6705725350312776,0.5872233501787445,Low,No,-0.08845229958891107,-0.9836696070432703,2,1.014707388059156,0.2059696957250764,Decreasing,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2024-02-10,CUST100041,ORD202300041,P1055,Nestle Grocer 15,9,1,Bengaluru,Karnataka,South,38,0.12806890728398573,0.41621593267466356,1.6100673908663894,1,Big Billion Days,No,No,Yes,February,Saturday,62,-0.9782656889853023,-1.4316496103383973,-1.5556999571950545,-1.0015844154563869,Medium,No,0.9851112310416738,1.000935672979468,2,-0.19176353621821313,-0.6733142952207591,Stable,4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-04-04,CUST100042,ORD202300042,P1035,Puma Fashio 15,14,8,Lucknow,Uttar Pradesh,North,1,0.5559277080342231,0.3378972149997479,0.4022148845900283,1,Weekend Flash Sale,No,No,No,April,Friday,25,-0.3858974734880781,1.4817602601101114,-0.5599316072608054,1.2227464564327972,Medium,No,-1.06866247972988,-1.4798209270489548,1,1.6169941035185582,0.62278469615321,Decreasing,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2024-07-05,CUST100043,ORD202300043,P1074,Prestige Hom 14,13,0,Hyderabad,Telangana,South,31,1.4376990587719607,1.6866024460526694,0.4022148845900283,1,Big Billion Days,No,No,No,July,Friday,76,-0.1937780522457352,-0.957373584916547,0.3251958149029716,0.26946179705171824,High,No,0.47166780334878533,-1.4798209270489548,3,-0.5073055200217212,-0.24404820658637966,Stable,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2023-11-26,CUST100044,ORD202300044,P1043,Nestle Grocer 3,9,6,Ahmedabad,Gujarat,West,20,1.3718803703932019,1.5721314161275297,-0.0004026175020920403,1,Weekend Flash Sale,No,No,Yes,November,Sunday,79,1.8234758707988659,0.6687156451012253,-1.5556999571950545,0.5872233501787445,Low,No,-0.6018957272817996,-0.4875182870375857,2,-1.3101684452069478,-0.1746778580087244,Stable,4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-04,CUST100045,ORD202300045,P1053,Aashirvaad Grocer 13,0,0,Hyderabad,Telangana,South,17,-0.8290103037928508,-0.805268709761853,-0.0004026175020920403,1,Diwali Sale,No,No,No,August,Monday,83,1.3431773176930084,0.19443961967937498,0.9890413815258043,-1.6371075217104396,Low,No,-0.3685123510577593,0.5047843529737834,1,1.4985681944929046,-0.10056423773345168,Stable,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2023-03-01,CUST100046,ORD202300046,P1081,Nivea Beaut 1,11,9,Vijayawada,Andhra Pradesh,South,29,-0.538255107354208,-0.6903732259446782,-0.4030201195942124,1,Republic Day Sale,No,No,No,March,Wednesday,21,0.04637122430719351,0.05893218384456062,-1.4450590294245824,-0.6838228623293606,Low,No,-1.348722531198728,-1.4798209270489548,1,0.013165746506668982,0.7508530319888813,Decreasing,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-07-13,CUST100047,ORD202300047,P1054,Fortune Grocer 14,4,7,Kochi,Kerala,South,17,0.2796509640927604,0.45091752927511586,0.4022148845900283,1,Big Billion Days,No,No,Yes,July,Saturday,77,-0.5459969911900306,0.8719767988534468,0.10391395936202738,-1.0015844154563869,Low,No,0.9384345557968656,1.4970869929851525,3,-0.5353214513746325,-0.3080823745042153,Decreasing,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2024-09-03,CUST100048,ORD202300048,P1076,Philips Hom 16,12,9,Vijayawada,Andhra Pradesh,South,29,1.4053620510032663,1.1806643668240515,-0.4030201195942124,1,Weekend Flash Sale,No,No,No,September,Tuesday,81,0.15844088669856024,-0.27983640574247526,0.2145548871324995,0.9049849033057709,Medium,No,0.284961102369553,-0.4875182870375857,1,1.6822901985044276,0.5142823560702109,Increasing,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-04-21,CUST100049,ORD202300049,P1006,Apple Electronic 6,2,5,Kolkata,West Bengal,East,31,0.780831037171169,2.1167715200704977,1.6100673908663894,1,Weekend Flash Sale,No,No,No,April,Monday,68,0.11041103138797449,1.1429916705230754,1.0996823092962764,1.5405080095598234,Low,No,-0.04177562434410326,-1.4798209270489548,1,0.026671434529387326,-2.56232224879691,Decreasing,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-06-20,CUST100050,ORD202300050,P1013,Apple Electronic 13,2,8,Lucknow,Uttar Pradesh,North,21,0.8424277076060349,0.5107854554648134,-1.6108726258705734,0,No Promotion,No,No,No,June,Friday,57,1.0389882340592989,-1.0928810207513615,-1.4450590294245824,0.5872233501787445,Medium,No,-0.7886024282610318,0.5047843529737834,3,0.5372087652394143,0.7976928400028538,Stable,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-10-10,CUST100051,ORD202300051,P1081,Nivea Beaut 1,11,7,Kochi,Kerala,South,47,1.2995503183878112,0.8187197795416888,-1.6108726258705734,0,No Promotion,No,No,No,October,Thursday,35,0.5907095844938319,1.2107453884404826,1.542246020378165,-0.3660613092023343,Low,No,-1.115339154974688,-1.4798209270489548,3,1.6738072870190834,0.9530349880998253,Decreasing,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
