brand,warehouse_id,city,state,region,selling_price,discount_percent,promotion,promotion_name,holiday_flag,weekend,month,day_of_week,inventory_level,reorder_point,safety_stock,supplier_lead_time_days,lead_time_variability,delivery_time_days,shipping_cost,category_Electronics,category_Fashion,category_Grocery,category_Home,promotion_type_Buy 1 Get 1,promotion_type_Cashback,promotion_type_Flat Discount,promotion_type_Percentage Discount,promotion_type_No Promotion,festival_name_Dussehra,festival_name_Holi,festival_name_Sankranti,festival_name_Ugadi,holiday_name_Independence Day,holiday_name_New Year,holiday_name_Republic Day,payment_method_Credit Card,payment_method_Debit Card,payment_method_Net Banking,payment_method_UPI,payment_method_Wallet,weather_Cold,weather_Hot,weather_Humid,weather_Rainy,weather_Sunny,year,quarter,week,day,day_name,is_weekend,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,expanding_mean,demand_growth,month_sin,month_cos,day_sin,day_cos
15,2,Mumbai,Maharashtra,West,1.2074456283112216,-0.0004026175020920403,1,Big Billion Days,No,No,6,1,1.631356449556523,1.685021413862333,1.0996823092962764,0.5872233501787445,Low,0.5047843529737834,1.6089576610587593,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2023,2,23,6,Tuesday,0,66.0,94.0,39.0,56.857142857142854,63.63333333333333,24.802073646025153,58.16641452344932,0.16666666666666674,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
15,2,Mumbai,Maharashtra,West,0.06084840941108599,-0.0004026175020920403,1,Republic Day Sale,No,No,6,4,1.375197221233399,-0.41534384157728965,-0.11736789617891688,-0.04829975607530804,Medium,1.4970869929851525,-0.45618481659688703,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2023,2,24,16,Friday,0,88.0,70.0,62.0,65.71428571428571,65.73333333333333,25.104543318652432,58.33097595473833,-0.2272727272727273,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
15,1,Bengaluru,Karnataka,South,-1.6381115185650805,1.6100673908663894,1,Big Billion Days,No,Yes,7,6,-0.04968848631397797,-1.0928810207513615,1.3209641648372208,-0.6838228623293606,Medium,1.4970869929851525,-1.6779473049991513,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2023,3,26,2,Sunday,1,45.0,53.0,64.0,61.57142857142857,51.9,25.382783816707622,58.51269035532995,-0.37777777777777777,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
15,5,Kolkata,West Bengal,East,1.7930867970943196,-1.6108726258705734,0,No Promotion,No,No,7,0,-1.0102855925256928,-0.6863587132469183,1.4316050926076929,0.9049849033057709,Low,1.000935672979468,1.5250214842564107,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2023,3,29,17,Monday,0,93.0,8.0,65.0,71.42857142857143,69.1,25.585524181049184,59.015366430260045,-0.7096774193548387,-0.4999999999999997,-0.8660254037844388,0.0,1.0
15,5,Kolkata,West Bengal,East,0.7819757100125386,1.6100673908663894,1,End of Season Sale,No,No,7,1,0.6387394398044176,1.1429916705230754,-1.223777173883638,-0.04829975607530804,Low,-1.4798209270489548,-0.5757268981864012,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2023,3,30,25,Tuesday,0,86.0,65.0,50.0,68.57142857142857,62.46666666666667,28.529850699791343,58.94736842105263,-0.11627906976744184,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
15,4,New Delhi,Delhi,North,0.9192866825924971,0.8048323866821486,1,End of Season Sale,No,Yes,8,6,-0.3858974734880781,-0.6186049953295112,0.657118598214388,-0.04829975607530804,Medium,1.000935672979468,0.4677828317672594,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2023,3,32,13,Sunday,1,82.0,31.0,62.0,59.142857142857146,57.833333333333336,23.504812070641815,58.97022587268994,-0.6219512195121951,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
15,9,Vijayawada,Andhra Pradesh,South,-1.3222398774621804,0.8048323866821486,1,Big Billion Days,No,No,9,0,1.3431773176930084,-0.7541124311643255,0.8784004537553323,-1.3193459685834132,Medium,1.000935672979468,-0.7389113270228814,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2023,3,37,11,Monday,0,87.0,22.0,80.0,74.28571428571429,60.9,18.68791307872824,58.93950177935943,-0.3908045977011494,-1.0,-1.8369701987210297e-16,0.0,1.0
15,8,Lucknow,Uttar Pradesh,North,1.007712659588308,-0.4030201195942124,1,End of Season Sale,No,No,9,3,0.7668190539659796,1.2784991063578899,0.10391395936202738,-0.6838228623293606,High,0.008633032968098841,1.696912059091007,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2023,3,37,14,Thursday,0,33.0,77.0,25.0,64.0,61.266666666666666,18.814887722226825,58.93931398416886,1.1515151515151514,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
15,7,Kochi,Kerala,South,-0.16820228509314145,-1.6108726258705734,0,No Promotion,No,No,10,1,0.5586896809534414,-1.7026644820080261,-1.002495318342694,1.5405080095598234,Low,-1.4798209270489548,-0.13260639033357932,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2023,4,42,17,Tuesday,0,61.0,68.0,29.0,59.57142857142857,64.26666666666667,19.645670794156675,58.76475155279503,0.2295081967213115,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
15,5,Kolkata,West Bengal,East,-1.0580609982970781,1.6100673908663894,1,End of Season Sale,No,No,11,4,1.2311076553016418,0.4654544913490037,1.542246020378165,0.5872233501787445,High,-1.4798209270489548,0.9659306470184297,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2023,4,46,17,Friday,0,25.0,28.0,96.0,51.42857142857143,60.4,21.80104846757853,58.851694915254235,2.6,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
15,4,New Delhi,Delhi,North,-0.16322544665240354,0.4022148845900283,1,End of Season Sale,No,Yes,12,5,1.5513066907055466,-0.2120826878250681,-0.8918543905722218,-1.0015844154563869,Low,0.008633032968098841,0.04397210926923283,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2023,4,51,23,Saturday,1,76.0,27.0,80.0,66.14285714285714,65.33333333333333,17.601406870177325,58.64367088607595,-0.26315789473684215,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
15,0,Hyderabad,Telangana,South,-1.4066055837634224,0.8048323866821486,1,Republic Day Sale,No,No,12,1,0.20647074200914597,-1.2283884565861758,-1.5556999571950545,-1.6371075217104396,High,0.5047843529737834,0.7622291541137948,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2023,4,52,26,Tuesday,0,80.0,76.0,44.0,79.85714285714286,67.86666666666666,8.896227129680705,58.795,-0.0625,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
15,8,Lucknow,Uttar Pradesh,North,0.3001348016417642,-0.0004026175020920403,1,End of Season Sale,No,No,1,3,0.3825802114812937,-0.8218661490817327,0.5464776704439159,-1.0015844154563869,Low,-0.4875182870375857,-1.418548801157852,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2024,1,1,4,Thursday,0,93.0,31.0,51.0,54.857142857142854,54.36666666666667,29.088534805707425,58.68503937007874,-0.6129032258064516,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
15,6,Ahmedabad,Gujarat,West,-0.7708144729591556,-0.0004026175020920403,1,Great Indian Festival,No,Yes,2,5,0.6227294880342223,0.05893218384456062,-1.4450590294245824,1.5405080095598234,Low,1.4970869929851525,0.07064863354551121,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2024,1,7,17,Saturday,1,73.0,53.0,67.0,57.42857142857143,59.96666666666667,18.32900381778496,58.680423280423284,-0.28767123287671237,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
15,4,New Delhi,Delhi,North,2.0548684990771333,-1.6108726258705734,0,No Promotion,No,Yes,3,5,0.2865205008601222,1.6172676959449257,-1.3344181016541103,1.5405080095598234,Medium,1.000935672979468,-0.41522128350318765,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2024,1,12,23,Saturday,1,74.0,71.0,61.0,60.714285714285715,56.86666666666667,21.476454438246837,58.687285223367695,-0.04054054054054057,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
15,0,Hyderabad,Telangana,South,-0.35804378741508874,-0.4030201195942124,1,Diwali Sale,No,No,4,3,-0.1297382451649542,1.4140065421927042,-0.8918543905722218,-1.3193459685834132,Medium,-0.9836696070432703,0.9856869013987694,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2024,2,16,18,Thursday,0,66.0,75.0,26.0,51.714285714285715,66.36666666666666,28.069641285644416,58.78426862925483,-0.25757575757575757,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
15,6,Ahmedabad,Gujarat,West,0.9734015059047874,0.8048323866821486,1,Big Billion Days,No,No,5,3,0.36657025971109847,0.5332082092664109,-1.002495318342694,-1.6371075217104396,Medium,-0.4875182870375857,1.6719097936605203,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2024,2,19,9,Thursday,0,66.0,90.0,31.0,58.857142857142854,56.43333333333333,27.26064667506721,58.79068736141907,0.3181818181818181,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
15,2,Mumbai,Maharashtra,West,0.3024407367859727,-1.6108726258705734,0,No Promotion,No,Yes,6,5,-0.4019074252582734,-0.957373584916547,-1.223777173883638,0.5872233501787445,Medium,-0.9836696070432703,1.1677346465645007,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2024,2,22,1,Saturday,1,98.0,56.0,58.0,58.57142857142857,56.93333333333333,26.43770755856824,58.817145270270274,-0.33673469387755106,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
15,1,Bengaluru,Karnataka,South,1.5346478715975351,-0.8056376216863328,1,End of Season Sale,No,No,6,1,-1.0583154478362786,0.26219333759678215,-1.6663408849655266,0.26946179705171824,Low,1.000935672979468,-1.3190978257178358,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2024,2,23,4,Tuesday,0,31.0,75.0,77.0,66.14285714285714,61.766666666666666,16.506852833783658,58.88240235195296,1.2903225806451615,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
15,9,Vijayawada,Andhra Pradesh,South,1.6670773951402031,-0.4030201195942124,1,End of Season Sale,No,No,7,1,1.4072171247737895,-1.4316496103383973,1.3209641648372208,-0.04829975607530804,Medium,1.000935672979468,0.11540715335633771,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2024,3,30,23,Tuesday,0,54.0,36.0,24.0,61.142857142857146,62.3,18.040958690606907,58.94686176357335,0.4259259259259258,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
15,0,Hyderabad,Telangana,South,-1.3078982880221206,0.8048323866821486,1,Weekend Flash Sale,No,Yes,7,5,-0.3058477146371019,-1.0251273028339543,0.7677595259848602,-0.3660613092023343,High,-0.9836696070432703,-1.239849573683704,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2024,3,30,27,Saturday,1,72.0,52.0,37.0,70.42857142857143,63.766666666666666,25.876998427542762,58.98967100229533,0.3055555555555556,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
15,8,Lucknow,Uttar Pradesh,North,-0.2836649369182607,0.4022148845900283,1,End of Season Sale,No,No,8,1,-0.4659472323390544,0.8042230809360396,0.5464776704439159,0.26946179705171824,Medium,-0.9836696070432703,0.4300561991087572,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2024,3,33,13,Tuesday,0,69.0,71.0,41.0,57.714285714285715,56.8,22.603202470109277,58.9602082558572,-0.536231884057971,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
15,4,New Delhi,Delhi,North,-0.5666977390430252,-0.0004026175020920403,1,End of Season Sale,No,Yes,8,5,1.0389882340592989,-1.0251273028339543,-0.5599316072608054,-0.6838228623293606,Low,-0.9836696070432703,0.5740424598468279,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2024,3,33,17,Saturday,1,41.0,49.0,56.0,48.714285714285715,58.93333333333333,21.23451816982778,58.95902547065338,0.04878048780487809,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
15,0,Hyderabad,Telangana,South,-1.4553122426367775,1.6100673908663894,1,Republic Day Sale,No,No,9,1,0.17445083846875548,0.05893218384456062,-1.5556999571950545,-1.0015844154563869,Low,1.4970869929851525,-1.535188834081328,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2024,3,38,17,Tuesday,0,26.0,87.0,62.0,53.857142857142854,59.833333333333336,16.896040674553923,58.9538407329105,1.923076923076923,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
15,6,Ahmedabad,Gujarat,West,1.4428998549425316,-0.8056376216863328,1,Big Billion Days,No,No,9,0,0.33455035617070794,-0.8896198669991399,-0.8918543905722218,-0.3660613092023343,Low,-0.4875182870375857,-1.3934349184709793,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2024,3,40,30,Monday,0,57.0,65.0,47.0,57.42857142857143,54.46666666666667,21.678385109421157,58.94444444444444,0.26315789473684204,-1.0,-1.8369701987210297e-16,0.0,1.0
15,0,Hyderabad,Telangana,South,-0.20048952447742857,0.4022148845900283,1,End of Season Sale,No,No,10,3,1.3431773176930084,0.5332082092664109,1.6528869481486372,-1.6371075217104396,Medium,0.008633032968098841,0.13873515994103292,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2024,4,44,31,Thursday,0,90.0,71.0,6.0,66.28571428571429,58.03333333333333,26.899283049394196,58.866644606221044,-0.3111111111111111,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
15,7,Kochi,Kerala,South,-1.2831799904331225,-1.6108726258705734,0,No Promotion,No,No,2,0,1.2951474623824228,1.2784991063578899,0.9890413815258043,-1.6371075217104396,Low,0.5047843529737834,1.6613061543038408,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2025,1,6,3,Monday,0,34.0,77.0,34.0,60.714285714285715,54.766666666666666,24.696249956314276,58.78908984830805,1.2352941176470589,0.8660254037844386,0.5000000000000001,0.0,1.0
15,6,Ahmedabad,Gujarat,West,-0.948918931291696,-0.0004026175020920403,1,Diwali Sale,No,No,3,0,0.030361272536998263,0.8719767988534468,-1.113136246113166,0.9049849033057709,High,0.5047843529737834,1.6259234840294465,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2025,1,10,3,Monday,0,45.0,94.0,39.0,67.0,62.733333333333334,15.853495934125275,58.763239002521715,0.8222222222222222,1.0,6.123233995736766e-17,0.0,1.0
15,9,Vijayawada,Andhra Pradesh,South,0.3969674882370544,1.6100673908663894,1,Diwali Sale,No,No,3,2,-1.218414965538231,-1.4994033282558046,0.7677595259848602,0.5872233501787445,High,1.000935672979468,0.2840608277557369,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2025,1,11,12,Wednesday,0,28.0,32.0,14.0,56.857142857142854,61.53333333333333,24.484202876062337,58.756996397894156,1.5,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
15,5,Kolkata,West Bengal,East,-0.6709459149150151,-0.0004026175020920403,1,Diwali Sale,No,No,3,4,-0.4499372805688591,1.685021413862333,1.542246020378165,0.26946179705171824,High,-1.4798209270489548,-1.5982525839394752,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2025,1,12,21,Friday,0,93.0,43.0,33.0,56.0,58.5,23.94437999475703,58.74299835255354,-0.4301075268817204,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
15,1,Bengaluru,Karnataka,South,-0.6731357238289397,-0.0004026175020920403,1,Diwali Sale,No,No,4,1,0.9109086198977369,-1.6349107640906189,-1.113136246113166,1.2227464564327972,Medium,-0.9836696070432703,-1.344769794686639,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2025,2,14,1,Tuesday,0,21.0,76.0,91.0,36.714285714285715,47.733333333333334,19.336617126703935,58.66404768355459,-0.04761904761904767,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
15,9,Vijayawada,Andhra Pradesh,South,1.1272687610309342,0.4022148845900283,1,Big Billion Days,No,No,4,2,-0.9782656889853023,-1.4994033282558046,-1.4450590294245824,-0.3660613092023343,High,1.4970869929851525,1.301898588740594,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2025,2,18,30,Wednesday,0,80.0,72.0,61.0,73.57142857142857,57.7,15.904476758207915,58.72568448500652,-0.19999999999999996,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
15,3,Chennai,Tamil Nadu,South,0.16350399698203963,1.6100673908663894,1,Big Billion Days,No,No,5,1,-0.14574819693514945,-1.4316496103383973,-1.5556999571950545,-1.6371075217104396,Low,-0.4875182870375857,-0.7672621101449512,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,2025,2,22,27,Tuesday,0,43.0,62.0,18.0,31.142857142857142,48.4,11.90838040245159,58.65917697551124,-0.37209302325581395,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
15,9,Vijayawada,Andhra Pradesh,South,-0.10300570151947495,-1.6108726258705734,0,No Promotion,No,Yes,6,5,-1.6346737115633074,1.685021413862333,0.8784004537553323,-0.3660613092023343,Low,-1.4798209270489548,-0.17602550306777257,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2025,2,23,7,Saturday,1,80.0,76.0,31.0,55.42857142857143,56.166666666666664,26.101450424941888,58.61805555555556,-0.825,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
15,3,Chennai,Tamil Nadu,South,1.0893452521125115,-0.8056376216863328,1,Great Indian Festival,No,No,6,3,-0.8021562195131545,0.939730516770854,-0.5599316072608054,-1.0015844154563869,High,1.4970869929851525,-1.2433097086316731,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2025,2,26,26,Thursday,0,31.0,82.0,45.0,46.42857142857143,52.46666666666667,25.264317016014783,58.543023821098686,-0.22580645161290325,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
15,4,New Delhi,Delhi,North,-0.924233812625636,-0.0004026175020920403,1,Weekend Flash Sale,No,No,7,2,1.311157414152618,-0.2120826878250681,-1.5556999571950545,0.9049849033057709,Low,-0.4875182870375857,-0.3022646200404531,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2025,3,30,23,Wednesday,0,74.0,70.0,25.0,59.714285714285715,64.16666666666667,23.86569564398694,58.59491285916156,0.12162162162162171,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
15,4,New Delhi,Delhi,North,1.224814794469397,0.8048323866821486,1,Weekend Flash Sale,No,No,7,2,-0.5299870394198354,0.4654544913490037,-0.006726968408444751,0.9049849033057709,Medium,-0.4875182870375857,1.2895090732817374,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2025,3,30,23,Wednesday,0,83.0,53.0,42.0,59.285714285714285,64.16666666666667,24.19858319347265,58.591005415587475,-0.49397590361445787,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
15,1,Bengaluru,Karnataka,South,0.861281630565697,-0.8056376216863328,1,Big Billion Days,No,No,8,2,-0.17776810047553995,0.39770077343159654,-0.7812134628017496,1.5405080095598234,Low,1.4970869929851525,-1.3638563455286625,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2025,3,33,13,Wednesday,0,82.0,20.0,46.0,53.142857142857146,58.2,24.45695927834942,58.5752984389348,-0.24390243902439024,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
