date,customer_id,order_id,product_id,product_name,brand,warehouse_id,city,state,region,supplier_id,selling_price,procurement_cost,discount_percent,promotion,promotion_name,holiday_flag,festival_flag,weekend,month,day_of_week,inventory_level,reorder_point,safety_stock,supplier_lead_time_days,lead_time_variability,stockout_flag,inventory_turnover,delivery_time_days,return_quantity,shipping_cost,profit_margin,demand_trend,delivery_status,category_Electronics,category_Fashion,category_Grocery,category_Home,promotion_type_Buy 1 Get 1,promotion_type_Cashback,promotion_type_Flat Discount,promotion_type_Percentage Discount,promotion_type_No Promotion,festival_name_Dussehra,festival_name_Holi,festival_name_Sankranti,festival_name_Ugadi,holiday_name_Independence Day,holiday_name_New Year,holiday_name_Republic Day,payment_method_Credit Card,payment_method_Debit Card,payment_method_Net Banking,payment_method_UPI,payment_method_Wallet,weather_Cold,weather_Hot,weather_Humid,weather_Rainy,weather_Sunny,year,quarter,week,day,day_name,is_weekend,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,expanding_mean,demand_growth,month_sin,month_cos,day_sin,day_cos
2023-01-05,CUST101747,ORD202301747,P1052,Fortune Grocer 12,4,9,Vijayawada,Andhra Pradesh,South,19,-0.05543542075675518,-0.3300467445793687,-0.4030201195942124,1,Republic Day Sale,No,No,No,1,3,0.8628787645871511,-0.008821534072846556,-0.5599316072608054,-1.0015844154563869,High,No,-0.2751590005681434,-1.4798209270489548,1,0.0389493327318584,0.9601498956462514,Increasing,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,2023,1,1,5,Thursday,0,66.0,,,70.0,,18.00925687898679,61.78947368421053,0.1515151515151516,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2023-01-05,CUST104294,ORD202304294,P1027,Adidas Fashio 7,1,0,Hyderabad,Telangana,South,46,0.6510267959059898,0.6221946384175978,-0.4030201195942124,1,Diwali Sale,No,No,No,1,3,0.5266697774130509,0.05893218384456062,1.0996823092962764,-0.3660613092023343,Low,No,-1.2553691807091123,0.5047843529737834,2,0.9852404323732248,0.20063351506525676,Stable,4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2023,1,1,5,Thursday,0,78.0,,,62.142857142857146,,21.435395738735274,60.95238095238095,-0.641025641025641,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2023-01-05,CUST103679,ORD202303679,P1005,Apple Electronic 5,2,9,Vijayawada,Andhra Pradesh,South,37,-0.5270655155932823,-0.2880666604640919,0.8048323866821486,1,Weekend Flash Sale,No,No,No,1,3,1.7914559672584753,1.1429916705230754,0.9890413815258043,1.2227464564327972,Low,No,-0.6018957272817996,-0.9836696070432703,3,0.9725160651452094,-0.9614680508510195,Decreasing,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2023,1,1,5,Thursday,0,76.0,,,67.71428571428571,,15.261217576090107,62.6,0.026315789473684292,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2023-01-05,CUST102076,ORD202302076,P1007,Samsung Electronic 7,15,5,Kolkata,West Bengal,East,27,0.1922037653236282,0.010861469410661875,-1.6108726258705734,0,No Promotion,No,No,No,1,3,-0.5940268465006163,1.007484234688261,0.8784004537553323,0.5872233501787445,High,No,-1.162015830219496,-0.4875182870375857,2,1.5434383315601177,0.60914779002256,Stable,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2023,1,1,5,Thursday,0,33.0,,,51.42857142857143,,23.7336409824897,58.0,-0.36363636363636365,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2023-01-05,CUST103757,ORD202303757,P1096,Lakme Beaut 16,5,1,Bengaluru,Karnataka,South,10,0.01115053021495065,0.02594353176684208,0.4022148845900283,1,Republic Day Sale,No,No,No,1,3,-1.1063453031468642,0.1266859017619678,1.0996823092962764,0.26946179705171824,High,No,-0.22848232532333532,-0.9836696070432703,1,1.6082879575204425,0.07375099715398983,Increasing,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2023,1,1,5,Thursday,0,28.0,,,61.0,,22.9128784747792,59.68181818181818,0.1785714285714286,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2023-01-06,CUST100040,ORD202300040,P1053,Aashirvaad Grocer 13,0,7,Kochi,Kerala,South,43,1.1649683122195238,1.1323035251393108,0.4022148845900283,1,Diwali Sale,No,No,No,1,4,-0.5940268465006163,1.346252824275297,-0.6705725350312776,0.5872233501787445,Low,No,-0.08845229958891107,-0.9836696070432703,2,1.014707388059156,0.2059696957250764,Decreasing,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2023,1,1,6,Friday,0,56.0,,,49.285714285714285,,24.23299600210621,57.172413793103445,-0.125,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2023-01-06,CUST101146,ORD202301146,P1088,Lakme Beaut 8,5,0,Hyderabad,Telangana,South,6,-0.33580561431572487,-0.30481066904542303,0.8048323866821486,1,Republic Day Sale,No,No,No,1,4,0.5266697774130509,0.26219333759678215,-0.44929067949033324,0.26946179705171824,High,No,-0.08845229958891107,0.5047843529737834,1,-1.2544714342702832,-0.017556983025146206,Increasing,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2023,1,1,6,Friday,0,74.0,,78.0,54.42857142857143,57.666666666666664,18.035678925000703,58.32258064516129,0.027027027027026973,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2023-01-06,CUST102329,ORD202302329,P1045,Tata Grocer 5,17,6,Ahmedabad,Gujarat,West,2,1.2226415750169417,1.225560827798451,-0.0004026175020920403,1,End of Season Sale,No,No,No,1,4,-0.8661960265939356,0.8042230809360396,-0.228008823949389,0.5872233501787445,Medium,No,0.5183444785935934,-0.4875182870375857,2,-0.3580732482335038,0.1449000726182516,Stable,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,1,6,Friday,0,50.0,,,47.0,,25.006665778014742,57.464285714285715,0.1200000000000001,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2023-01-06,CUST102359,ORD202302359,P1069,Philips Hom 9,12,5,Kolkata,West Bengal,East,0,0.20418965123507196,0.07027903607172133,0.4022148845900283,1,Diwali Sale,No,No,No,1,4,0.3825802114812937,-1.4316496103383973,0.9890413815258043,-1.3193459685834132,High,No,0.42499112810397727,0.5047843529737834,2,0.11239348743391286,0.4804865452246865,Increasing,4,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2023,1,1,6,Friday,0,21.0,,,56.42857142857143,,28.5473708238146,59.458333333333336,3.428571428571429,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2023-01-06,CUST101708,ORD202301708,P1075,Milton Hom 15,8,4,New Delhi,Delhi,North,37,1.3534660681624717,1.016232323968612,-0.8056376216863328,1,End of Season Sale,No,No,No,1,4,-0.5299870394198354,-1.2283884565861758,-0.44929067949033324,-0.6838228623293606,Medium,No,-0.08845229958891107,0.008633032968098841,3,-1.2788039961624533,0.704013223974909,Increasing,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2023,1,1,6,Friday,0,22.0,,,43.0,,25.56038601690776,57.51851851851852,1.272727272727273,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2023-01-06,CUST101572,ORD202301572,P1006,Apple Electronic 6,2,0,Hyderabad,Telangana,South,19,0.5998234230815315,1.5458660897239314,1.6100673908663894,1,Republic Day Sale,No,No,No,1,4,0.030361272536998263,-0.008821534072846556,0.657118598214388,-1.6371075217104396,Low,No,-1.30204585595392,1.000935672979468,3,1.0218508924678662,-1.9308742040515867,Stable,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2023,1,1,6,Friday,0,54.0,,,47.0,,28.82128842828972,57.80769230769231,-0.5925925925925926,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2023-01-06,CUST102026,ORD202302026,P1093,Nivea Beaut 13,11,8,Lucknow,Uttar Pradesh,North,38,0.4991088025024654,0.2598704339219361,-1.6108726258705734,0,No Promotion,No,No,No,1,4,1.4872668836247658,-0.6186049953295112,1.2103232370667487,0.5872233501787445,High,No,-0.9753091292402639,-1.4798209270489548,2,1.1926252947386013,0.6820755923734282,Decreasing,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2023,1,1,6,Friday,0,93.0,,,54.714285714285715,,28.235404995113765,59.24,-0.4193548387096774,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2023-01-06,CUST102953,ORD202302953,P1100,Loreal Beaut 20,7,5,Kolkata,West Bengal,East,40,1.0588040535478496,1.059780695469013,-0.0004026175020920403,1,Great Indian Festival,No,No,No,1,4,-1.0423054960660834,0.1266859017619678,0.2145548871324995,-1.6371075217104396,High,No,1.7319380349586024,0.008633032968098841,0,1.575918953168473,0.14549298158045376,Increasing,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2023,1,1,6,Friday,0,49.0,,,56.857142857142854,57.733333333333334,22.109037152475093,57.733333333333334,0.510204081632653,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2023-01-07,CUST102099,ORD202302099,P1076,Philips Hom 16,12,1,Bengaluru,Karnataka,South,12,0.5969783304395764,0.44800912338110194,0.8048323866821486,1,Great Indian Festival,No,No,Yes,1,5,-0.6900865571217878,1.0752379526056683,-0.11736789617891688,-1.6371075217104396,Low,No,2.0119980864274503,-0.9836696070432703,3,0.6771768047475856,0.4632921853208233,Decreasing,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,1,7,Saturday,1,85.0,,63.0,69.85714285714286,59.93333333333333,18.95106480234969,60.36363636363637,0.16470588235294126,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2023-01-07,CUST103199,ORD202303199,P1074,Prestige Hom 14,13,4,New Delhi,Delhi,North,42,-0.6200494471277355,-0.20467840898008302,1.6100673908663894,1,Great Indian Festival,No,No,Yes,1,5,-0.2578178593265162,-1.296142174503583,-0.6705725350312776,1.2227464564327972,Low,No,0.7984045300624414,0.008633032968098841,3,-1.097760806304197,-1.9036003917902864,Decreasing,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2023,1,1,7,Saturday,1,20.0,,58.0,72.0,60.63333333333333,26.520432374554783,60.432432432432435,3.2,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2023-01-07,CUST100998,ORD202300998,P1045,Tata Grocer 5,17,6,Ahmedabad,Gujarat,West,9,1.9657830909879248,1.7786810422463708,-1.6108726258705734,0,No Promotion,No,No,Yes,1,5,1.311157414152618,0.1266859017619678,-0.5599316072608054,-1.6371075217104396,High,No,-0.32183567581295147,0.008633032968098841,2,0.17277842313879394,0.41348783249584004,Increasing,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,2023,1,1,7,Saturday,1,99.0,,62.0,74.85714285714286,60.7,17.391842641772914,61.088235294117645,-0.14141414141414144,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2023-01-07,CUST100953,ORD202300953,P1056,Fortune Grocer 16,4,7,Kochi,Kerala,South,26,-0.77927509830841,-0.8968919645737228,-1.6108726258705734,0,No Promotion,No,No,Yes,1,5,0.8308588610467607,0.26219333759678215,0.10391395936202738,-0.3660613092023343,Low,No,-1.5354292321779601,-1.4798209270489548,2,-1.224446392302422,0.7105352225591329,Stable,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2023,1,1,7,Saturday,1,55.0,,71.0,70.57142857142857,59.766666666666666,26.031116910709915,59.77777777777778,-0.6363636363636364,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2023-01-07,CUST100901,ORD202300901,P1031,Levis Fashio 11,6,4,New Delhi,Delhi,North,45,0.00955379454854724,0.49800999113694483,0.8048323866821486,1,Diwali Sale,No,No,Yes,1,5,-0.3218576664072972,-0.7541124311643255,-1.3344181016541103,-1.3193459685834132,Medium,No,0.8917578805520575,0.008633032968098841,3,-1.1909612153865916,-1.3278857894919678,Stable,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2023,1,1,7,Saturday,1,76.0,,53.0,58.857142857142854,58.733333333333334,21.404271936762,59.15625,0.11842105263157898,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2023-01-07,CUST103321,ORD202303321,P1009,Dell Electronic 9,3,3,Chennai,Tamil Nadu,South,3,-0.8130844207824895,-0.6813052567629647,0.8048323866821486,1,Diwali Sale,No,No,Yes,1,5,-1.6346737115633074,0.7364693630186324,-1.6663408849655266,-0.3660613092023343,Low,No,2.525441514120339,-0.9836696070432703,3,1.5145294621561172,-0.7260831928567534,Stable,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2023,1,1,7,Saturday,1,85.0,,32.0,74.71428571428571,61.46666666666667,17.57568666950916,60.91428571428571,-0.3529411764705882,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2023-01-08,CUST101754,ORD202301754,P1011,Samsung Electronic 11,15,7,Kochi,Kerala,South,8,-0.07551696386513249,0.18585205192313026,-0.0004026175020920403,1,Great Indian Festival,No,No,Yes,1,6,-0.35387756994768765,-0.5508512774121039,0.10391395936202738,0.5872233501787445,High,No,-0.7419257530162237,1.000935672979468,0,-1.5191159491617294,-0.7017739254064639,Stable,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2023,1,1,8,Sunday,1,84.0,,66.0,66.28571428571429,59.63333333333333,29.640705601780613,59.78947368421053,-0.5714285714285714,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
